,age_cat,priors_count,two_year_recid,race_cat,gender_cat,charge_cat,length_stay
2270,0.5,0.5,0,0,1,1,0.0
2271,0.0,0.5,0,0,0,0,0.0
2272,1.0,0.5,0,0,0,1,0.0
2273,0.5,0.5,0,1,0,0,0.0
2274,0.0,0.5,1,0,0,1,0.0
2275,0.5,0.5,1,1,0,0,0.0
2276,0.5,0.5,0,1,0,1,0.0
2277,0.0,0.5,1,1,0,1,0.5
2280,0.0,0.5,1,0,0,1,0.0
2281,0.5,1.0,1,1,0,1,0.5
2282,0.5,1.0,0,1,0,1,0.0
2283,0.5,1.0,1,0,0,0,0.0
2284,0.0,1.0,1,0,1,1,0.5
2285,1.0,0.5,0,0,0,0,0.0
2286,0.5,0.5,1,0,1,0,0.0
2287,0.5,0.0,0,1,0,0,0.0
2288,1.0,1.0,1,0,0,1,0.0
2289,0.5,1.0,1,0,0,1,0.0
2291,0.5,0.5,0,1,0,1,0.0
2292,0.0,0.5,0,0,1,1,0.0
2294,0.0,0.5,0,0,0,1,0.0
2295,0.5,0.5,0,0,0,1,0.0
2296,0.5,1.0,1,0,0,1,0.5
2297,0.5,1.0,1,0,1,1,0.0
2298,0.5,0.5,0,1,0,0,0.0
2299,0.0,1.0,1,0,0,1,0.0
2301,0.5,0.5,0,0,0,0,0.5
2302,0.5,1.0,0,0,0,0,0.0
2304,0.0,0.0,0,0,1,1,0.0
2305,0.5,1.0,1,1,0,0,0.5
2306,0.0,0.0,0,1,0,1,0.0
2307,0.5,1.0,1,0,0,1,0.0
2308,0.5,1.0,0,1,0,0,0.0
2311,1.0,1.0,1,0,0,1,1.0
2312,0.0,0.5,1,0,0,1,0.0
2313,1.0,0.5,0,1,0,1,0.5
2314,1.0,1.0,0,1,0,1,0.5
2315,0.0,0.0,0,0,1,1,0.0
2317,0.5,0.5,0,1,1,1,0.0
2318,0.5,1.0,1,1,0,1,0.5
2319,1.0,0.5,0,1,0,0,0.0
2320,0.5,0.5,0,1,0,1,0.0
2321,0.5,0.0,1,1,0,1,0.0
2322,0.0,0.5,0,0,0,1,0.0
2323,0.5,0.5,0,0,0,1,0.0
2324,0.0,0.0,0,1,0,1,0.0
2326,0.0,0.0,1,1,0,1,0.5
2327,0.5,1.0,1,1,1,1,0.0
2328,0.0,0.5,1,0,0,1,0.0
2330,1.0,0.5,0,0,0,1,0.0
2331,0.5,1.0,1,0,0,1,0.5
2332,0.0,0.5,1,0,0,1,0.5
2333,0.5,0.0,0,1,0,0,0.5
2334,1.0,0.5,0,1,0,1,0.0
2337,0.5,1.0,0,1,0,1,0.5
2338,1.0,0.0,0,0,0,1,0.0
2339,1.0,1.0,1,0,0,1,0.5
2340,0.5,1.0,1,0,0,1,0.0
2341,0.0,0.5,0,1,0,1,0.0
2342,0.5,1.0,0,1,0,1,0.0
2343,0.5,0.0,1,1,0,0,0.0
2344,0.5,0.5,1,1,0,0,0.0
2345,0.5,0.5,0,0,0,1,0.0
2346,0.0,0.5,1,0,0,1,0.0
2347,1.0,1.0,0,1,0,1,0.0
2348,0.5,1.0,0,0,0,1,0.0
2351,0.5,0.0,0,1,0,0,0.0
2352,1.0,0.5,1,1,0,0,0.0
2354,1.0,0.5,0,1,0,1,0.0
2355,1.0,0.5,1,0,0,0,0.0
2356,1.0,0.0,0,1,0,1,0.5
2357,0.0,0.5,1,1,0,0,0.0
2358,0.5,0.5,0,0,0,1,0.0
2360,0.5,1.0,1,0,1,0,0.0
2361,0.5,1.0,1,0,0,0,0.0
2362,0.5,1.0,1,0,0,1,0.0
2364,0.5,0.0,0,0,0,1,0.0
2366,1.0,1.0,0,1,0,1,0.5
2367,0.5,0.5,1,0,0,1,0.0
2368,1.0,1.0,1,0,0,1,0.0
2369,0.5,1.0,0,0,0,0,0.0
2370,0.5,1.0,1,1,0,1,0.0
2371,0.5,1.0,0,0,0,1,0.0
2372,1.0,0.0,0,1,1,0,0.0
2373,0.5,0.5,0,0,0,0,0.0
2374,0.0,0.5,1,0,0,1,0.0
2375,1.0,0.0,0,1,0,1,0.5
2376,0.5,1.0,0,1,0,0,0.5
2377,0.0,1.0,1,0,0,1,0.0
2378,0.0,0.0,1,0,0,1,0.0
2379,1.0,0.0,0,1,0,1,0.0
2380,0.5,0.0,0,1,1,0,0.0
2381,0.5,0.0,0,1,0,1,0.5
2382,0.0,0.5,0,0,1,1,0.5
2383,1.0,1.0,0,0,1,1,0.5
2384,0.5,0.0,0,0,0,0,0.0
2385,0.5,0.0,0,1,0,0,0.0
2386,0.5,0.5,1,0,0,1,0.0
2387,0.0,0.5,1,0,0,1,0.0
2388,0.5,0.0,0,1,0,0,0.0
2389,0.5,1.0,1,1,0,1,0.5
2390,0.0,0.0,0,0,0,1,0.0
2391,1.0,1.0,1,0,0,1,0.5
2392,0.5,1.0,1,0,0,1,0.0
2393,0.5,0.5,1,0,0,1,0.0
2394,0.5,0.0,0,0,0,1,0.0
2395,1.0,0.5,0,0,0,1,0.0
2396,0.0,0.0,0,0,0,0,0.0
2397,0.5,0.0,0,0,1,0,0.0
2399,1.0,0.5,0,1,0,1,1.0
2401,1.0,1.0,1,0,0,1,0.5
2402,0.5,1.0,0,0,0,1,0.5
2403,0.5,1.0,0,0,0,1,0.0
2404,0.5,0.0,0,0,1,0,0.0
2405,0.5,0.5,0,0,0,0,0.0
2407,0.5,1.0,1,1,1,1,0.5
2408,0.5,0.0,0,1,0,0,0.0
2410,0.5,0.0,0,0,1,1,0.0
2411,0.5,1.0,1,0,0,1,0.0
2412,1.0,0.5,0,0,0,1,0.0
2413,0.5,0.5,0,1,0,1,0.0
2414,1.0,0.0,1,1,1,0,0.0
2415,1.0,1.0,0,0,1,1,0.5
2416,0.5,1.0,1,0,0,1,0.0
2418,1.0,1.0,1,0,0,1,0.0
2420,0.5,1.0,1,0,0,1,0.0
2421,0.0,0.0,0,0,0,0,0.0
2422,0.0,0.5,0,0,0,1,0.0
2423,1.0,0.0,0,1,0,0,0.0
2424,1.0,0.0,0,1,0,1,0.5
2425,0.5,0.5,0,1,0,1,1.0
2426,0.0,0.5,1,0,0,1,0.0
2427,1.0,1.0,0,0,0,1,0.5
2428,1.0,1.0,1,1,0,1,0.0
2429,1.0,0.0,0,1,0,0,0.0
2432,0.5,0.5,0,0,1,1,0.0
2433,0.5,0.0,0,0,1,1,0.0
2434,0.0,0.5,1,0,0,1,0.0
2435,0.5,0.0,1,1,0,1,0.0
2437,0.5,0.5,1,0,0,1,0.5
2438,1.0,0.5,0,1,0,0,0.0
2440,0.0,0.5,0,0,0,1,0.5
2441,1.0,1.0,1,1,0,1,1.0
2442,1.0,0.5,0,1,1,1,0.0
2443,0.0,0.5,1,0,0,0,0.5
2445,0.0,1.0,1,0,0,1,0.0
2448,0.5,0.0,0,0,0,1,0.0
2450,0.5,0.5,0,0,0,0,0.5
2451,0.5,1.0,0,1,0,1,0.0
2452,0.5,0.0,0,1,1,1,0.0
2453,0.5,1.0,0,1,0,1,0.0
2454,1.0,0.5,0,1,0,0,0.0
2455,0.0,0.5,0,0,1,1,0.5
2456,0.5,1.0,0,0,0,1,0.0
2457,0.5,1.0,1,0,0,1,0.0
2458,0.0,0.5,0,0,0,1,0.0
2459,1.0,0.5,0,0,0,0,0.0
2460,0.5,0.5,1,1,0,1,0.0
2461,0.5,0.5,0,1,0,0,0.0
2462,0.5,0.5,1,0,0,1,0.0
2463,0.5,1.0,1,0,0,0,0.5
2464,0.0,0.5,1,0,0,1,0.0
2465,0.5,0.5,1,1,0,1,0.0
2466,1.0,0.5,0,0,0,0,0.0
2467,0.5,1.0,0,0,1,1,0.0
2468,0.5,1.0,1,0,0,1,0.0
2469,0.5,1.0,1,0,0,1,0.5
2470,0.5,0.0,1,1,0,1,0.0
2471,0.0,0.0,1,1,0,0,0.0
2472,0.5,0.5,1,1,0,1,0.5
2473,0.5,0.5,0,0,1,0,0.0
2474,1.0,0.0,0,1,0,0,0.0
2475,0.5,1.0,1,0,0,1,1.0
2476,0.0,0.5,1,1,0,1,0.5
2478,1.0,0.0,0,1,0,0,0.0
2479,0.5,0.0,0,1,1,0,0.0
2480,0.5,0.5,1,1,0,0,0.0
2481,0.5,0.5,0,0,0,0,0.0
2482,0.0,0.5,0,1,0,0,0.5
2483,0.5,1.0,0,0,0,1,0.0
2484,0.5,1.0,1,0,0,1,0.0
2485,0.5,0.0,0,1,0,1,0.0
2486,0.0,0.5,0,1,0,0,0.0
2487,0.5,0.5,1,0,0,1,1.0
2488,0.5,0.0,0,1,0,1,0.0
2489,0.5,0.0,0,1,0,1,0.0
2490,0.5,0.5,0,1,0,1,0.0
2491,1.0,1.0,0,1,0,1,0.5
2492,0.5,0.5,1,1,0,1,0.0
2493,1.0,0.0,1,0,0,1,0.0
2494,0.5,1.0,0,0,0,1,0.5
2495,0.5,0.0,0,0,0,0,0.0
2496,0.5,1.0,1,0,0,1,0.5
2497,1.0,0.0,0,1,0,0,0.0
2498,1.0,0.0,1,0,0,0,0.0
2499,0.5,0.5,0,0,0,0,0.0
2500,0.5,0.0,1,1,0,1,0.0
2501,0.5,0.5,1,1,1,0,0.5
2502,0.5,1.0,1,1,0,0,0.0
2503,1.0,0.5,1,0,0,1,0.0
2504,0.5,0.5,1,0,0,1,0.5
2505,0.5,0.5,0,0,0,1,0.5
2507,0.0,1.0,1,0,1,0,0.0
2508,0.0,0.5,0,0,0,0,0.0
2510,1.0,0.5,0,0,1,1,0.5
2511,0.5,0.5,1,0,0,0,0.5
2512,1.0,1.0,1,0,0,0,0.5
2513,0.5,1.0,1,1,0,1,0.0
2514,0.5,0.0,0,0,1,0,0.0
2515,0.0,0.0,1,1,0,1,0.0
2517,1.0,0.0,0,1,1,0,0.0
2518,1.0,0.0,0,1,0,1,0.5
2519,1.0,0.5,0,0,0,0,0.0
2520,1.0,0.5,1,0,0,0,0.0
2521,0.5,1.0,0,0,0,1,1.0
2522,1.0,0.5,0,1,0,1,0.0
2525,0.0,0.5,1,0,0,1,0.0
2526,0.5,1.0,1,0,0,1,0.5
2527,0.5,1.0,0,0,0,0,0.0
2528,0.0,0.5,1,0,0,1,0.5
2530,0.5,1.0,0,0,1,1,0.0
2531,0.5,0.0,0,0,1,1,0.0
2532,0.5,0.5,1,0,1,1,0.5
2534,1.0,0.0,0,1,0,0,0.0
2535,0.5,0.0,0,1,0,0,0.0
2536,0.5,0.0,0,1,0,0,0.0
2537,1.0,0.0,0,1,0,0,0.0
2538,0.0,0.0,0,0,0,0,0.0
2539,1.0,1.0,0,0,0,0,0.0
2540,0.5,0.0,0,0,0,0,0.0
2541,0.5,1.0,1,0,0,1,1.0
2542,0.0,0.5,0,1,0,1,0.0
2543,0.5,0.0,0,1,0,0,0.0
2544,1.0,0.0,1,0,0,1,0.0
2545,0.5,1.0,1,0,0,1,0.0
2546,0.0,0.0,0,1,0,1,0.0
2547,1.0,0.0,1,1,1,1,0.5
2548,1.0,0.5,1,1,0,0,0.0
2551,0.0,0.0,1,0,1,1,0.0
2553,0.5,0.0,1,1,0,1,0.0
2554,1.0,0.5,0,1,0,1,0.5
2555,0.5,1.0,1,0,0,1,0.0
2556,0.5,1.0,0,1,0,0,0.0
2557,0.5,0.5,1,0,1,1,0.5
2558,1.0,0.0,0,0,1,0,0.0
2559,0.5,1.0,1,0,0,1,0.0
2561,0.5,1.0,1,1,0,1,0.5
2562,0.5,1.0,1,0,0,0,0.0
2565,0.0,0.0,0,0,0,1,0.0
2566,0.5,1.0,1,0,0,1,0.0
2569,0.5,1.0,0,0,1,1,0.0
2570,0.0,0.0,1,0,0,1,0.5
2571,0.0,0.0,1,0,0,1,0.0
2572,1.0,0.5,0,1,0,0,0.0
2573,0.5,1.0,1,0,1,1,0.0
2574,1.0,1.0,0,0,0,1,1.0
2575,0.0,0.0,0,0,1,1,0.0
2576,0.5,1.0,1,0,0,0,0.0
2577,0.5,0.5,0,1,0,1,0.0
2578,0.5,0.5,1,0,0,1,0.0
2579,0.5,0.0,0,1,0,0,0.0
2580,0.5,0.5,1,0,0,1,0.0
2582,0.5,0.5,1,0,0,1,0.0
2584,0.0,0.5,0,0,0,1,0.0
2585,0.5,0.5,1,1,0,1,0.0
2586,0.5,0.0,0,1,0,0,0.0
2588,0.5,0.0,0,1,0,1,0.0
2589,0.5,0.0,0,0,0,1,0.0
2591,1.0,0.5,0,1,0,1,0.0
2592,1.0,0.0,0,1,0,0,0.0
2593,1.0,1.0,1,0,0,1,0.5
2594,0.0,0.5,1,0,0,1,0.0
2595,0.5,1.0,0,1,0,0,0.5
2596,1.0,0.5,1,1,1,1,0.0
2597,0.5,1.0,0,0,0,1,0.0
2598,0.5,0.5,0,1,0,0,0.0
2599,1.0,1.0,1,0,0,1,0.0
2600,1.0,0.0,0,1,0,0,0.0
2602,0.5,0.0,0,1,0,0,0.0
2603,0.5,0.0,1,0,0,0,0.5
2604,0.5,1.0,1,0,0,0,0.0
2605,0.5,0.0,0,0,0,1,0.5
2606,0.5,0.0,0,1,0,0,0.0
2608,0.5,0.5,1,1,0,1,0.0
2609,0.5,0.0,1,0,1,0,0.0
2611,0.5,1.0,1,0,0,0,0.0
2616,0.0,0.5,1,0,0,1,0.0
2617,0.5,0.0,1,0,0,1,1.0
2618,1.0,0.5,1,0,0,1,0.0
2619,0.5,0.5,0,0,0,1,0.0
2620,0.5,1.0,1,0,0,0,0.5
2621,0.5,0.0,1,0,0,1,0.0
2622,0.5,0.0,0,0,0,0,0.5
2623,0.5,0.0,0,1,0,0,0.0
2624,0.5,0.5,0,0,1,1,0.5
2625,0.5,1.0,0,1,0,0,0.5
2626,1.0,0.5,0,1,0,1,0.0
2627,0.0,0.5,1,0,0,0,0.0
2628,0.0,0.0,0,0,0,1,0.0
2629,0.5,0.0,0,1,0,1,0.0
2630,0.0,0.5,0,0,0,1,0.0
2631,0.5,1.0,1,1,0,0,0.0
2632,0.5,1.0,1,0,0,1,0.0
2633,0.5,1.0,0,1,0,1,0.5
2634,1.0,0.0,0,0,0,0,0.0
2636,0.5,0.5,0,0,0,1,0.0
2638,0.5,0.0,0,1,1,0,0.0
2639,0.5,0.5,1,0,1,1,1.0
2641,0.5,0.0,0,0,1,0,0.0
2643,1.0,0.0,0,0,0,0,0.0
2644,0.5,0.5,0,1,0,0,0.5
2645,0.5,0.0,0,0,0,1,0.0
2646,0.5,0.5,0,0,0,1,0.5
2647,0.5,0.5,0,0,0,1,0.0
2648,0.0,0.5,1,1,0,0,0.0
2649,1.0,1.0,1,1,0,1,0.0
2651,0.5,0.5,0,0,0,1,0.0
2652,1.0,0.5,1,1,1,1,0.0
2654,0.5,0.5,1,1,0,1,0.5
2655,0.0,1.0,1,1,0,1,0.0
2656,0.5,1.0,0,0,0,1,0.5
2657,0.0,0.0,0,0,0,1,0.0
2659,0.5,0.5,1,0,0,1,0.0
2660,0.5,0.5,0,0,0,0,0.0
2661,1.0,0.0,0,1,1,0,0.0
2662,0.5,0.0,0,1,0,1,0.0
2663,0.5,1.0,1,1,0,1,0.0
2664,0.5,0.5,0,1,1,1,0.5
2665,0.0,0.5,1,1,0,1,0.5
2666,0.5,0.5,1,1,0,0,0.0
2667,1.0,0.0,0,1,1,0,0.0
2668,0.0,0.5,1,1,0,1,0.0
2669,0.5,0.5,0,0,0,0,0.0
2670,0.5,0.0,0,0,0,1,1.0
2671,0.5,0.0,0,1,0,0,0.0
2672,0.5,1.0,0,0,0,1,0.0
2673,0.5,1.0,0,0,0,1,0.0
2675,0.0,0.0,0,0,0,1,0.0
2676,0.5,0.5,0,1,0,1,0.0
2677,0.0,0.0,1,1,0,1,0.5
2679,0.5,1.0,0,0,0,1,1.0
2680,1.0,0.5,0,1,0,1,0.0
2681,0.5,1.0,1,0,0,0,0.0
2682,0.5,1.0,0,0,1,0,0.0
2683,0.5,0.0,0,0,0,1,0.0
2684,0.5,1.0,1,0,0,1,0.5
2685,0.0,0.5,0,0,0,0,0.0
2686,0.0,0.5,1,1,0,0,0.5
2687,0.5,1.0,1,0,0,0,0.0
2689,1.0,0.0,1,0,0,1,0.0
2690,0.5,1.0,1,1,0,1,0.0
2691,0.5,1.0,1,1,0,1,1.0
2692,0.5,1.0,1,0,0,1,1.0
2693,1.0,1.0,0,0,0,0,0.0
2694,0.0,0.5,0,0,0,1,0.0
2695,0.5,0.5,1,0,0,1,1.0
2696,1.0,0.5,0,1,1,0,0.0
2697,0.5,1.0,1,1,0,1,0.0
2698,1.0,1.0,1,1,0,1,1.0
2699,0.5,0.5,0,1,0,0,0.0
2701,0.5,0.0,0,1,1,1,0.0
2702,1.0,0.5,0,1,0,1,0.0
2703,0.5,0.5,0,0,1,1,0.5
2704,0.5,0.0,1,0,0,1,0.0
2705,0.0,0.0,1,0,1,0,0.0
2706,0.0,0.0,1,0,0,0,0.0
2707,1.0,0.0,0,1,0,1,0.0
2708,1.0,1.0,1,0,0,0,0.0
2709,0.5,1.0,1,0,0,1,0.0
2710,0.5,0.0,0,0,0,1,0.0
2711,0.0,0.5,1,1,0,0,0.5
2712,0.5,1.0,1,0,0,0,0.0
2714,0.5,1.0,0,0,0,1,0.0
2715,1.0,0.0,0,0,0,1,0.0
2716,0.0,0.0,0,0,0,1,0.0
2717,0.0,0.5,1,0,0,1,1.0
2718,0.0,0.5,1,0,0,1,0.5
2720,1.0,0.5,0,0,0,0,0.5
2721,0.0,1.0,1,0,0,1,0.0
2722,0.0,0.0,1,0,0,1,0.0
2723,0.0,0.5,1,0,0,1,0.5
2724,0.5,0.5,1,1,0,1,0.0
2725,0.5,0.5,1,1,1,0,0.0
2726,1.0,0.0,1,0,0,0,0.0
2727,0.5,1.0,1,0,0,1,0.5
2729,0.5,1.0,0,1,1,1,0.0
2730,0.0,0.0,0,0,0,1,0.5
2731,1.0,1.0,0,1,0,1,0.0
2732,0.5,0.5,0,1,0,0,0.0
2733,0.5,1.0,1,1,0,1,0.0
2734,0.0,0.0,0,0,0,1,0.0
2736,0.5,0.0,0,1,0,1,0.0
2737,0.0,0.0,1,0,0,1,0.0
2739,0.5,1.0,1,0,0,1,0.0
2740,0.5,0.0,0,1,0,1,0.0
2741,1.0,0.0,0,1,0,1,0.0
2742,0.5,1.0,1,1,0,1,0.5
2744,1.0,0.0,0,1,0,1,0.0
2745,0.5,0.5,1,1,1,1,0.0
2746,0.5,1.0,1,0,0,0,0.0
2747,0.5,1.0,1,0,0,1,0.0
2749,0.5,0.5,1,0,0,0,0.0
2751,0.5,1.0,0,0,0,1,0.5
2752,0.5,0.0,1,0,1,0,0.0
2753,0.5,0.0,0,0,1,1,0.0
2754,0.5,1.0,1,0,0,1,0.5
2755,0.0,0.5,0,1,0,1,0.0
2756,0.5,1.0,1,0,0,0,0.5
2757,0.5,0.5,0,1,0,1,0.0
2758,0.5,1.0,0,0,0,1,0.0
2759,0.5,0.0,1,1,1,1,0.0
2760,0.5,1.0,1,0,0,1,0.5
2763,0.5,0.5,1,1,0,1,0.0
2764,0.5,0.0,0,0,0,1,0.0
2766,0.5,1.0,1,0,1,1,1.0
2767,0.5,1.0,1,0,0,1,0.0
2768,0.5,0.5,1,1,0,1,0.0
2770,0.5,1.0,1,1,0,1,0.0
2771,0.0,0.5,1,1,0,1,0.5
2773,0.5,1.0,1,0,0,0,0.0
2774,0.5,0.5,0,0,0,0,0.5
2775,1.0,1.0,1,0,0,1,0.5
2776,0.5,1.0,1,0,0,1,0.0
2777,0.5,0.5,1,0,0,1,0.0
2780,0.5,0.5,1,1,0,0,0.5
2781,0.5,0.0,0,0,0,0,0.0
2782,0.5,0.5,0,0,0,0,0.0
2784,0.5,0.0,0,0,1,1,0.0
2785,1.0,0.5,0,1,0,0,0.0
2786,1.0,1.0,0,0,0,0,0.0
2787,0.5,0.0,0,1,0,1,0.0
2788,0.5,0.0,1,0,0,1,0.0
2789,0.5,1.0,1,0,0,0,0.0
2790,0.5,0.0,0,1,0,0,0.0
2791,0.5,1.0,0,0,0,0,0.0
2792,0.5,0.5,1,0,0,1,0.0
2793,1.0,1.0,0,0,0,1,0.0
2795,0.5,1.0,1,0,0,1,0.0
2796,0.0,0.0,0,0,0,1,0.0
2797,0.5,1.0,1,0,0,1,0.0
2798,1.0,0.5,0,1,0,1,0.5
2799,0.0,0.0,1,0,0,1,0.5
2801,0.5,1.0,0,0,0,0,0.0
2803,0.0,0.5,1,0,1,0,0.0
2805,1.0,0.5,0,1,0,1,0.5
2806,0.5,0.5,0,0,0,0,0.0
2810,0.0,0.0,1,1,0,1,0.0
2813,1.0,0.5,0,1,0,1,0.5
2815,0.5,1.0,0,0,0,1,0.5
2817,0.0,0.5,1,0,0,1,1.0
2818,0.0,0.5,0,0,0,1,0.5
2819,0.0,0.5,1,1,0,1,0.0
2820,0.5,1.0,1,0,0,0,0.0
2821,0.5,1.0,1,0,0,0,0.5
2822,1.0,1.0,1,0,0,0,0.0
2823,1.0,1.0,1,0,0,1,0.0
2824,0.5,0.5,0,0,0,0,0.0
2825,1.0,0.5,0,1,0,1,0.0
2826,0.5,1.0,0,0,0,1,0.0
2828,0.0,0.5,1,0,0,0,0.0
2829,0.0,0.0,0,1,0,1,0.0
2830,0.0,0.0,1,0,0,1,0.0
2831,0.5,1.0,0,0,0,0,0.5
2832,0.5,0.5,1,0,0,0,0.0
2833,1.0,1.0,1,0,0,0,0.5
2834,1.0,1.0,1,1,0,1,0.0
2836,0.5,0.0,0,0,0,1,0.0
2837,0.0,0.5,0,0,0,1,0.0
2838,0.5,0.0,0,1,0,1,0.0
2839,1.0,1.0,0,0,0,1,0.5
2841,0.5,0.5,1,0,0,1,0.0
2843,0.0,0.5,1,0,0,1,0.0
2844,1.0,0.5,1,1,0,1,0.5
2845,0.0,0.0,1,0,0,1,0.0
2846,0.5,1.0,1,1,0,0,0.0
2847,0.0,0.0,0,1,0,1,0.0
2848,0.5,0.5,1,0,0,0,0.0
2850,1.0,0.0,0,1,0,0,0.0
2853,0.5,0.5,1,0,1,0,0.0
2855,0.5,0.5,0,0,0,1,1.0
2856,1.0,0.0,0,1,0,0,0.0
2857,0.0,0.5,1,0,0,0,0.0
2858,0.5,0.5,1,1,0,0,0.0
2860,0.0,0.5,1,0,0,1,1.0
2861,0.5,1.0,1,1,0,0,0.0
2862,1.0,0.5,0,1,0,0,0.0
2863,1.0,1.0,1,0,0,0,0.5
2864,0.0,0.5,1,0,0,1,0.0
2865,0.5,0.5,1,0,0,0,0.5
2866,0.5,1.0,1,0,0,1,0.0
2867,0.5,0.5,1,1,0,1,0.0
2868,0.5,0.5,0,1,0,1,0.0
2869,1.0,0.0,0,1,0,1,0.0
2870,0.5,0.5,0,0,0,0,0.0
2871,0.0,0.0,1,0,0,1,1.0
2872,0.0,0.0,0,0,0,0,0.0
2873,1.0,1.0,1,1,0,0,0.0
2874,0.5,0.5,1,0,0,1,0.0
2876,1.0,0.0,0,1,0,0,0.0
2877,0.5,0.0,0,0,0,1,0.0
2879,0.5,1.0,0,0,0,1,0.0
2880,0.5,0.0,1,0,1,1,0.0
2882,1.0,0.0,1,1,0,0,0.0
2883,0.5,0.5,0,0,0,1,0.0
2884,0.5,1.0,1,1,0,1,1.0
2885,1.0,0.5,0,1,0,1,0.0
2886,0.5,0.0,0,1,0,0,0.0
2887,1.0,0.5,1,0,0,0,0.0
2888,1.0,0.5,0,1,0,1,0.0
2889,1.0,0.5,0,1,0,1,0.0
2890,0.0,0.0,0,1,1,1,0.0
2891,1.0,1.0,1,0,1,1,0.0
2892,0.5,0.0,0,0,0,1,0.0
2894,0.5,0.0,0,1,1,0,0.0
2897,1.0,0.5,1,1,0,0,0.0
2898,0.0,0.0,0,1,0,0,0.0
2900,0.5,1.0,1,1,0,0,0.0
2902,0.0,1.0,1,0,0,1,0.0
2903,1.0,0.5,0,1,0,0,0.0
2904,1.0,0.0,0,1,1,0,0.0
2905,0.0,0.5,0,1,1,0,0.0
2906,0.5,0.5,1,0,0,0,0.5
2907,1.0,0.5,0,1,1,0,0.0
2908,0.0,1.0,0,1,0,1,0.0
2909,0.5,0.0,0,1,1,1,0.0
2910,0.5,0.5,0,1,1,1,1.0
2911,0.0,0.5,0,0,1,1,0.5
2912,0.0,0.5,1,0,0,1,0.0
2913,0.5,0.0,0,0,0,1,0.0
2914,0.0,0.0,0,0,0,1,0.0
2915,1.0,0.5,0,1,0,0,0.0
2916,0.5,1.0,1,0,0,1,0.0
2917,0.5,1.0,1,0,0,1,0.5
2919,0.5,1.0,1,0,0,1,1.0
2920,0.0,0.5,0,0,0,1,0.5
2921,1.0,1.0,0,1,0,1,0.0
2922,0.5,0.5,0,0,1,1,0.5
2923,1.0,1.0,1,1,1,1,0.0
2924,0.5,0.5,0,0,0,0,0.0
2925,0.5,0.5,1,0,1,1,1.0
2927,1.0,0.0,0,1,0,0,0.0
2928,0.5,0.0,0,1,0,1,0.0
2929,0.5,0.0,1,0,0,0,0.0
2930,0.5,0.0,0,0,0,0,0.0
2931,1.0,1.0,1,0,0,1,0.5
2932,1.0,1.0,0,0,0,1,0.0
2933,0.5,0.5,0,0,0,0,0.0
2934,0.5,1.0,1,1,0,1,0.5
2935,1.0,1.0,0,0,0,1,0.5
2936,0.5,1.0,1,0,0,1,0.0
2937,0.0,0.5,1,0,0,1,0.0
2938,0.0,0.5,1,1,0,1,0.0
2940,0.5,0.5,1,0,0,1,0.0
2941,0.0,0.0,0,0,1,1,0.0
2942,0.5,1.0,0,0,0,1,0.0
2943,1.0,0.0,0,0,1,1,0.0
2944,0.0,0.5,0,0,0,1,0.0
2945,0.0,0.0,0,0,0,1,0.0
2946,0.5,1.0,1,1,0,1,0.0
2948,0.0,0.5,1,0,1,1,0.5
2950,0.5,0.5,1,0,0,0,0.0
2951,0.0,0.5,1,0,0,1,0.5
2952,0.0,0.0,0,1,0,1,0.0
2954,0.5,0.5,0,0,1,1,0.0
2955,0.0,0.0,1,0,0,1,0.0
2956,1.0,0.5,0,1,0,0,0.5
2957,1.0,0.5,0,0,0,1,0.0
2958,0.0,0.0,1,0,0,1,0.0
2960,1.0,1.0,0,0,0,1,0.0
2961,1.0,0.5,1,1,0,0,0.0
2962,0.0,0.0,0,0,1,1,0.0
2963,0.0,1.0,1,0,0,1,0.0
2964,0.5,0.5,1,0,1,1,0.5
2965,0.5,0.0,0,1,1,1,0.0
2966,0.0,0.0,0,1,0,1,0.0
2968,0.5,1.0,1,1,0,1,0.5
2971,0.0,0.5,1,1,0,1,1.0
2972,0.5,0.0,0,0,1,0,0.0
2973,0.5,0.5,0,1,1,1,0.0
2974,0.5,1.0,0,0,0,1,0.0
2975,0.5,0.5,0,1,0,1,0.5
2976,0.5,0.5,1,0,0,0,0.0
2977,0.5,0.0,1,0,0,1,0.0
2978,0.5,1.0,1,0,0,0,0.0
2979,0.0,0.5,0,0,0,1,0.0
2982,0.5,0.5,0,0,1,0,0.0
2983,0.5,0.5,0,1,0,1,0.5
2984,0.5,0.0,0,1,0,1,0.0
2985,0.5,0.5,1,0,0,0,0.5
2987,0.5,1.0,0,0,0,0,0.0
2988,0.5,0.0,1,0,1,1,0.0
2990,0.5,0.5,0,0,1,0,0.0
2991,1.0,0.0,0,0,1,0,0.0
2992,0.0,0.0,1,1,0,1,0.0
2993,0.5,1.0,0,1,0,0,1.0
2994,0.5,1.0,1,1,0,1,1.0
2995,0.5,0.5,0,1,1,1,0.0
2996,1.0,0.0,1,0,0,1,0.5
2997,0.5,1.0,1,0,0,1,1.0
2999,1.0,1.0,0,0,1,0,0.5
3000,1.0,0.5,0,1,0,0,0.0
3002,0.5,0.0,1,1,0,0,0.0
3003,0.0,0.5,1,0,0,1,0.5
3005,0.5,1.0,0,1,0,1,0.5
3006,0.0,0.0,1,0,0,0,0.5
3008,0.5,1.0,1,0,0,1,0.0
